"cbsa_code","state_code","county_code","site_number","date_local","parameter_code","units_of_measure","sample_duration","aqi","arithmetic_mean","marathon"
"14460","25","017","1801","1998-04-20","44201","Parts per million","1 HOUR",NA,0.038417,"Boston"
"14460","25","017","1801","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",38,0.033833,"Boston"
"14460","25","017","1801","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",38,0.033833,"Boston"
"14460","25","017","1801","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",38,0.031294,"Boston"
"14460","25","009","0005","1998-04-20","44201","Parts per million","1 HOUR",NA,0.0305,"Boston"
"14460","25","025","1003","1998-04-20","44201","Parts per million","1 HOUR",NA,0.035609,"Boston"
"14460","25","009","2006","1998-04-20","44201","Parts per million","1 HOUR",NA,0.046125,"Boston"
"14460","25","009","4004","1998-04-20","44201","Parts per million","1 HOUR",NA,0.041565,"Boston"
"14460","25","017","1102","1998-04-20","44201","Parts per million","1 HOUR",NA,0.043208,"Boston"
"14460","25","017","4003","1998-04-20","44201","Parts per million","1 HOUR",NA,0.03825,"Boston"
"14460","25","009","0005","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.025583,"Boston"
"14460","25","025","1003","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",39,0.029333,"Boston"
"14460","25","009","2006","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",49,0.040917,"Boston"
"14460","25","009","4004","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",43,0.036208,"Boston"
"14460","25","017","1102","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",43,0.038833,"Boston"
"14460","25","017","4003","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",42,0.03175,"Boston"
"14460","25","009","0005","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.025583,"Boston"
"14460","25","025","1003","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",39,0.029333,"Boston"
"14460","25","009","2006","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",49,0.040917,"Boston"
"14460","25","009","4004","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",43,0.036208,"Boston"
"14460","25","017","1102","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",43,0.038833,"Boston"
"14460","25","017","4003","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",42,0.03175,"Boston"
"14460","25","009","0005","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.022294,"Boston"
"14460","25","025","1003","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",35,0.026059,"Boston"
"14460","25","009","2006","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",44,0.037176,"Boston"
"14460","25","009","4004","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",41,0.033647,"Boston"
"14460","25","017","1102","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",43,0.036294,"Boston"
"14460","25","017","4003","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",39,0.026941,"Boston"
"14460","33","017","3002","1998-04-20","44201","Parts per million","1 HOUR",NA,0.0455,"Boston"
"14460","33","015","0013","1998-04-20","44201","Parts per million","1 HOUR",NA,0.040391,"Boston"
"14460","33","015","0009","1998-04-20","44201","Parts per million","1 HOUR",NA,0.036174,"Boston"
"14460","33","015","0012","1998-04-20","44201","Parts per million","1 HOUR",NA,0.040565,"Boston"
"14460","33","017","3002","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",46,0.041417,"Boston"
"14460","33","015","0013","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",43,0.034,"Boston"
"14460","33","015","0009","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",43,0.029208,"Boston"
"14460","33","015","0012","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",39,0.037583,"Boston"
"14460","33","017","3002","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",46,0.041417,"Boston"
"14460","33","015","0013","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",43,0.034,"Boston"
"14460","33","015","0009","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",43,0.029208,"Boston"
"14460","33","015","0012","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",39,0.037583,"Boston"
"14460","33","017","3002","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",42,0.038412,"Boston"
"14460","33","015","0013","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",39,0.029824,"Boston"
"14460","33","015","0009","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",34,0.024941,"Boston"
"14460","33","015","0012","1998-04-20","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",38,0.036059,"Boston"
"14460","25","025","0042","1999-04-19","44201","Parts per million","1 HOUR",NA,0.043542,"Boston"
"14460","25","025","0042","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",48,0.042708,"Boston"
"14460","25","025","0042","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",48,0.042708,"Boston"
"14460","25","025","0042","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",48,0.044706,"Boston"
"14460","25","025","0041","1999-04-19","44201","Parts per million","1 HOUR",NA,0.032417,"Boston"
"14460","25","009","0005","1999-04-19","44201","Parts per million","1 HOUR",NA,0.034348,"Boston"
"14460","25","025","1003","1999-04-19","44201","Parts per million","1 HOUR",NA,0.026,"Boston"
"14460","25","009","2006","1999-04-19","44201","Parts per million","1 HOUR",NA,0.034864,"Boston"
"14460","25","009","4004","1999-04-19","44201","Parts per million","1 HOUR",NA,0.032667,"Boston"
"14460","25","017","1102","1999-04-19","44201","Parts per million","1 HOUR",NA,0.041667,"Boston"
"14460","25","017","4003","1999-04-19","44201","Parts per million","1 HOUR",NA,0.030167,"Boston"
"14460","25","025","0041","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",38,0.031875,"Boston"
"14460","25","009","0005","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",42,0.035292,"Boston"
"14460","25","025","1003","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",33,0.026417,"Boston"
"14460","25","009","2006","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",36,0.034417,"Boston"
"14460","25","009","4004","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",36,0.032958,"Boston"
"14460","25","017","1102","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",46,0.041417,"Boston"
"14460","25","017","4003","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",40,0.030208,"Boston"
"14460","25","025","0041","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",38,0.031875,"Boston"
"14460","25","009","0005","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",42,0.035292,"Boston"
"14460","25","025","1003","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",33,0.026417,"Boston"
"14460","25","009","2006","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",36,0.034417,"Boston"
"14460","25","009","4004","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",36,0.032958,"Boston"
"14460","25","017","1102","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",46,0.041417,"Boston"
"14460","25","017","4003","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",40,0.030208,"Boston"
"14460","25","025","0041","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",38,0.035118,"Boston"
"14460","25","009","0005","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",42,0.038,"Boston"
"14460","25","025","1003","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",33,0.029412,"Boston"
"14460","25","009","2006","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",36,0.035529,"Boston"
"14460","25","009","4004","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",36,0.035471,"Boston"
"14460","25","017","1102","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",46,0.043706,"Boston"
"14460","25","017","4003","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",40,0.031647,"Boston"
"14460","25","025","0042","1999-04-19","88502","Micrograms/cubic meter (LC)","24-HR BLK AVG",47,8.5,"Boston"
"14460","25","025","0042","1999-04-19","88502","Micrograms/cubic meter (LC)","1 HOUR",NA,8.595833,"Boston"
"14460","33","017","3002","1999-04-19","44201","Parts per million","1 HOUR",NA,0.036542,"Boston"
"14460","33","015","0013","1999-04-19","44201","Parts per million","1 HOUR",NA,0.027545,"Boston"
"14460","33","015","0009","1999-04-19","44201","Parts per million","1 HOUR",NA,0.024042,"Boston"
"14460","33","015","0012","1999-04-19","44201","Parts per million","1 HOUR",NA,0.032208,"Boston"
"14460","33","017","3002","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",38,0.035292,"Boston"
"14460","33","015","0013","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",33,0.028167,"Boston"
"14460","33","015","0009","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",34,0.023625,"Boston"
"14460","33","015","0012","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",34,0.031667,"Boston"
"14460","33","017","3002","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",38,0.035292,"Boston"
"14460","33","015","0013","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",33,0.028167,"Boston"
"14460","33","015","0009","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",34,0.023625,"Boston"
"14460","33","015","0012","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",34,0.031667,"Boston"
"14460","33","017","3002","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",38,0.034824,"Boston"
"14460","33","015","0013","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",33,0.029882,"Boston"
"14460","33","015","0009","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",34,0.024529,"Boston"
"14460","33","015","0012","1999-04-19","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",34,0.031941,"Boston"
"14460","25","025","0042","2000-04-17","44201","Parts per million","1 HOUR",NA,0.031417,"Boston"
"14460","25","025","0042","2000-04-17","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.031208,"Boston"
"14460","25","025","0042","2000-04-17","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.031208,"Boston"
"14460","25","025","0042","2000-04-17","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.031294,"Boston"
"14460","25","025","0041","2000-04-17","44201","Parts per million","1 HOUR",NA,0.039958,"Boston"
"14460","25","009","0005","2000-04-17","44201","Parts per million","1 HOUR",NA,0.028417,"Boston"
"14460","25","009","2006","2000-04-17","44201","Parts per million","1 HOUR",NA,0.040958,"Boston"
"14460","25","009","4004","2000-04-17","44201","Parts per million","1 HOUR",NA,0.012875,"Boston"
"14460","25","017","1102","2000-04-17","44201","Parts per million","1 HOUR",NA,0.034208,"Boston"
"14460","25","025","0041","2000-04-17","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",42,0.041083,"Boston"
"14460","25","009","0005","2000-04-17","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",28,0.028625,"Boston"
"14460","25","009","2006","2000-04-17","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",41,0.041417,"Boston"
"14460","25","009","4004","2000-04-17","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",15,0.013458,"Boston"
"14460","25","017","1102","2000-04-17","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",37,0.034583,"Boston"
"14460","25","025","0041","2000-04-17","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",42,0.041083,"Boston"
"14460","25","009","0005","2000-04-17","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",28,0.028625,"Boston"
"14460","25","009","2006","2000-04-17","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",41,0.041417,"Boston"
"14460","25","009","4004","2000-04-17","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",15,0.013458,"Boston"
"14460","25","017","1102","2000-04-17","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",37,0.034583,"Boston"
"14460","25","025","0041","2000-04-17","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",42,0.042,"Boston"
"14460","25","009","0005","2000-04-17","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",28,0.029235,"Boston"
"14460","25","009","2006","2000-04-17","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",41,0.041706,"Boston"
"14460","25","009","4004","2000-04-17","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",15,0.013824,"Boston"
"14460","25","017","1102","2000-04-17","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",37,0.033882,"Boston"
"14460","25","025","0042","2000-04-17","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.2,"Boston"
"14460","25","025","0042","2000-04-17","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.2,"Boston"
"14460","25","025","0042","2000-04-17","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.2,"Boston"
"14460","25","025","0042","2000-04-17","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.2,"Boston"
"14460","25","025","0042","2000-04-17","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.2,"Boston"
"14460","25","025","0042","2000-04-17","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.2,"Boston"
"14460","25","025","0042","2000-04-17","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.2,"Boston"
"14460","25","025","0042","2000-04-17","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.2,"Boston"
"14460","25","025","0042","2000-04-17","88502","Micrograms/cubic meter (LC)","24-HR BLK AVG",18,3.2,"Boston"
"14460","25","025","0042","2000-04-17","88502","Micrograms/cubic meter (LC)","1 HOUR",NA,3.275,"Boston"
"14460","33","017","3002","2000-04-17","44201","Parts per million","1 HOUR",NA,0.038739,"Boston"
"14460","33","015","0013","2000-04-17","44201","Parts per million","1 HOUR",NA,0.0345,"Boston"
"14460","33","015","0009","2000-04-17","44201","Parts per million","1 HOUR",NA,0.040875,"Boston"
"14460","33","015","0012","2000-04-17","44201","Parts per million","1 HOUR",NA,0.040682,"Boston"
"14460","33","017","3002","2000-04-17","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",37,0.037875,"Boston"
"14460","33","015","0013","2000-04-17","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",33,0.033833,"Boston"
"14460","33","015","0009","2000-04-17","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",41,0.040875,"Boston"
"14460","33","015","0012","2000-04-17","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",41,0.04075,"Boston"
"14460","33","017","3002","2000-04-17","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",37,0.037875,"Boston"
"14460","33","015","0013","2000-04-17","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",33,0.033833,"Boston"
"14460","33","015","0009","2000-04-17","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",41,0.040875,"Boston"
"14460","33","015","0012","2000-04-17","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",41,0.04075,"Boston"
"14460","33","017","3002","2000-04-17","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",36,0.037176,"Boston"
"14460","33","015","0013","2000-04-17","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",33,0.033765,"Boston"
"14460","33","015","0009","2000-04-17","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",41,0.041529,"Boston"
"14460","33","015","0012","2000-04-17","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",41,0.042235,"Boston"
"14460","25","025","0041","2001-04-16","44201","Parts per million","1 HOUR",NA,0.040292,"Boston"
"14460","25","025","0042","2001-04-16","44201","Parts per million","1 HOUR",NA,0.020875,"Boston"
"14460","25","009","0005","2001-04-16","44201","Parts per million","1 HOUR",NA,0.022739,"Boston"
"14460","25","009","2006","2001-04-16","44201","Parts per million","1 HOUR",NA,0.029783,"Boston"
"14460","25","009","4004","2001-04-16","44201","Parts per million","1 HOUR",NA,0.033913,"Boston"
"14460","25","017","1102","2001-04-16","44201","Parts per million","1 HOUR",NA,0.042087,"Boston"
"14460","25","025","0041","2001-04-16","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",41,0.034417,"Boston"
"14460","25","025","0042","2001-04-16","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",29,0.018,"Boston"
"14460","25","009","0005","2001-04-16","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.020875,"Boston"
"14460","25","009","2006","2001-04-16","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.025208,"Boston"
"14460","25","009","4004","2001-04-16","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",35,0.029042,"Boston"
"14460","25","017","1102","2001-04-16","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",50,0.039125,"Boston"
"14460","25","025","0041","2001-04-16","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",41,0.034417,"Boston"
"14460","25","025","0042","2001-04-16","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",29,0.018,"Boston"
"14460","25","009","0005","2001-04-16","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.020875,"Boston"
"14460","25","009","2006","2001-04-16","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.025208,"Boston"
"14460","25","009","4004","2001-04-16","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",35,0.029042,"Boston"
"14460","25","017","1102","2001-04-16","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",50,0.039125,"Boston"
"14460","25","025","0041","2001-04-16","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",41,0.030765,"Boston"
"14460","25","025","0042","2001-04-16","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",29,0.016353,"Boston"
"14460","25","009","0005","2001-04-16","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.021059,"Boston"
"14460","25","009","2006","2001-04-16","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.022647,"Boston"
"14460","25","009","4004","2001-04-16","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",35,0.027706,"Boston"
"14460","25","017","1102","2001-04-16","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",50,0.038824,"Boston"
"14460","25","025","0002","2001-04-16","88101","Micrograms/cubic meter (LC)","24 HOUR",57,12.3,"Boston"
"14460","25","025","0027","2001-04-16","88101","Micrograms/cubic meter (LC)","24 HOUR",53,10.2,"Boston"
"14460","25","025","0002","2001-04-16","88101","Micrograms/cubic meter (LC)","24 HOUR",57,12.3,"Boston"
"14460","25","025","0027","2001-04-16","88101","Micrograms/cubic meter (LC)","24 HOUR",53,10.2,"Boston"
"14460","25","025","0002","2001-04-16","88101","Micrograms/cubic meter (LC)","24 HOUR",57,12.3,"Boston"
"14460","25","025","0027","2001-04-16","88101","Micrograms/cubic meter (LC)","24 HOUR",53,10.2,"Boston"
"14460","25","025","0002","2001-04-16","88101","Micrograms/cubic meter (LC)","24 HOUR",57,12.3,"Boston"
"14460","25","025","0027","2001-04-16","88101","Micrograms/cubic meter (LC)","24 HOUR",53,10.2,"Boston"
"14460","25","025","0002","2001-04-16","88101","Micrograms/cubic meter (LC)","24 HOUR",57,12.3,"Boston"
"14460","25","025","0027","2001-04-16","88101","Micrograms/cubic meter (LC)","24 HOUR",53,10.2,"Boston"
"14460","25","025","0002","2001-04-16","88101","Micrograms/cubic meter (LC)","24 HOUR",57,12.3,"Boston"
"14460","25","025","0027","2001-04-16","88101","Micrograms/cubic meter (LC)","24 HOUR",53,10.2,"Boston"
"14460","25","025","0002","2001-04-16","88101","Micrograms/cubic meter (LC)","24 HOUR",57,12.3,"Boston"
"14460","25","025","0027","2001-04-16","88101","Micrograms/cubic meter (LC)","24 HOUR",53,10.2,"Boston"
"14460","25","025","0002","2001-04-16","88101","Micrograms/cubic meter (LC)","24 HOUR",57,12.3,"Boston"
"14460","25","025","0027","2001-04-16","88101","Micrograms/cubic meter (LC)","24 HOUR",53,10.2,"Boston"
"14460","25","025","0042","2001-04-16","88502","Micrograms/cubic meter (LC)","24-HR BLK AVG",52,9.4,"Boston"
"14460","25","025","0042","2001-04-16","88502","Micrograms/cubic meter (LC)","1 HOUR",NA,9.46087,"Boston"
"14460","33","017","3002","2001-04-16","44201","Parts per million","1 HOUR",NA,0.039125,"Boston"
"14460","33","015","0013","2001-04-16","44201","Parts per million","1 HOUR",NA,0.022542,"Boston"
"14460","33","015","0012","2001-04-16","44201","Parts per million","1 HOUR",NA,0.032917,"Boston"
"14460","33","017","3002","2001-04-16","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",47,0.035583,"Boston"
"14460","33","015","0013","2001-04-16","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",36,0.020708,"Boston"
"14460","33","015","0012","2001-04-16","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",36,0.033875,"Boston"
"14460","33","017","3002","2001-04-16","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",47,0.035583,"Boston"
"14460","33","015","0013","2001-04-16","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",36,0.020708,"Boston"
"14460","33","015","0012","2001-04-16","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",36,0.033875,"Boston"
"14460","33","017","3002","2001-04-16","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",47,0.032647,"Boston"
"14460","33","015","0013","2001-04-16","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",36,0.020647,"Boston"
"14460","33","015","0012","2001-04-16","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",36,0.035471,"Boston"
"14460","25","025","0041","2002-04-15","44201","Parts per million","1 HOUR",NA,0.021875,"Boston"
"14460","25","025","0042","2002-04-15","44201","Parts per million","1 HOUR",NA,0.011043,"Boston"
"14460","25","009","0005","2002-04-15","44201","Parts per million","1 HOUR",NA,0.017826,"Boston"
"14460","25","009","2006","2002-04-15","44201","Parts per million","1 HOUR",NA,0.025,"Boston"
"14460","25","009","4004","2002-04-15","44201","Parts per million","1 HOUR",NA,0.032458,"Boston"
"14460","25","017","1102","2002-04-15","44201","Parts per million","1 HOUR",NA,0.024478,"Boston"
"14460","25","021","3003","2002-04-15","44201","Parts per million","1 HOUR",NA,0.017739,"Boston"
"14460","25","025","0041","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",25,0.019833,"Boston"
"14460","25","025","0042","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",11,0.008708,"Boston"
"14460","25","009","0005","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",22,0.016444,"Boston"
"14460","25","009","2006","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",26,0.023667,"Boston"
"14460","25","009","4004","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",35,0.029875,"Boston"
"14460","25","017","1102","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",30,0.018833,"Boston"
"14460","25","021","3003","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",23,0.014833,"Boston"
"14460","25","025","0041","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",25,0.019833,"Boston"
"14460","25","025","0042","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",11,0.008708,"Boston"
"14460","25","009","0005","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",22,0.016444,"Boston"
"14460","25","009","2006","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",26,0.023667,"Boston"
"14460","25","009","4004","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",35,0.029875,"Boston"
"14460","25","017","1102","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",30,0.018833,"Boston"
"14460","25","021","3003","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",23,0.014833,"Boston"
"14460","25","025","0041","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",25,0.021941,"Boston"
"14460","25","025","0042","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",11,0.009647,"Boston"
"14460","25","009","0005","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",18,0.013818,"Boston"
"14460","25","009","2006","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",26,0.024824,"Boston"
"14460","25","009","4004","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",29,0.028294,"Boston"
"14460","25","017","1102","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",25,0.015176,"Boston"
"14460","25","021","3003","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",13,0.012941,"Boston"
"14460","25","025","0042","2002-04-15","88502","Micrograms/cubic meter (LC)","24-HR BLK AVG",62,15,"Boston"
"14460","25","025","0042","2002-04-15","88502","Micrograms/cubic meter (LC)","1 HOUR",NA,15.029167,"Boston"
"14460","33","017","3002","2002-04-15","44201","Parts per million","1 HOUR",NA,0.030833,"Boston"
"14460","33","015","0013","2002-04-15","44201","Parts per million","1 HOUR",NA,0.028375,"Boston"
"14460","33","015","0015","2002-04-15","44201","Parts per million","1 HOUR",NA,0.033364,"Boston"
"14460","33","015","0012","2002-04-15","44201","Parts per million","1 HOUR",NA,0.033333,"Boston"
"14460","33","017","3002","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.027667,"Boston"
"14460","33","015","0013","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.024958,"Boston"
"14460","33","015","0015","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",33,0.031625,"Boston"
"14460","33","015","0012","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",33,0.031958,"Boston"
"14460","33","017","3002","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.027667,"Boston"
"14460","33","015","0013","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.024958,"Boston"
"14460","33","015","0015","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",33,0.031625,"Boston"
"14460","33","015","0012","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",33,0.031958,"Boston"
"14460","33","017","3002","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.025353,"Boston"
"14460","33","015","0013","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",29,0.021882,"Boston"
"14460","33","015","0015","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.031,"Boston"
"14460","33","015","0012","2002-04-15","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",33,0.032059,"Boston"
"14460","25","025","0041","2003-04-21","44201","Parts per million","1 HOUR",NA,0.051167,"Boston"
