"cbsa_code","state_code","county_code","site_number","date_local","parameter_code","units_of_measure","sample_duration","aqi","arithmetic_mean","marathon"
"35620","36","081","0004","1994-11-06","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",18,0.010125,"NYC"
"35620","36","103","0004","1994-11-06","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",33,0.028958,"NYC"
"35620","34","023","0006","1994-11-06","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",28,0.023875,"NYC"
"35620","36","027","0007","1994-11-06","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",29,0.016833,"NYC"
"35620","36","079","0005","1994-11-06","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",30,0.016792,"NYC"
"35620","34","019","0001","1994-11-06","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",24,0.017667,"NYC"
"35620","36","103","0002","1994-11-06","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",29,0.024,"NYC"
"35620","36","119","2004","1994-11-06","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",25,0.01125,"NYC"
"35620","34","017","0006","1994-11-06","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",24,0.020417,"NYC"
"35620","36","005","0080","1994-11-06","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",20,0.01275,"NYC"
"35620","36","061","0063","1994-11-06","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",36,0.030125,"NYC"
"35620","36","081","0004","1994-11-06","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",18,0.010125,"NYC"
"35620","36","103","0004","1994-11-06","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",33,0.028958,"NYC"
"35620","34","023","0006","1994-11-06","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",28,0.023875,"NYC"
"35620","36","027","0007","1994-11-06","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",29,0.016833,"NYC"
"35620","36","079","0005","1994-11-06","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",30,0.016792,"NYC"
"35620","34","019","0001","1994-11-06","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",24,0.022882,"NYC"
"35620","36","103","0002","1994-11-06","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",29,0.026647,"NYC"
"35620","36","119","2004","1994-11-06","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",25,0.014941,"NYC"
"35620","34","017","0006","1994-11-06","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",24,0.023118,"NYC"
"35620","36","005","0080","1994-11-06","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",20,0.014824,"NYC"
"35620","36","061","0063","1994-11-06","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",29,0.028294,"NYC"
"35620","36","081","0004","1994-11-06","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",18,0.012529,"NYC"
"35620","36","103","0004","1994-11-06","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",33,0.030647,"NYC"
"35620","34","023","0006","1994-11-06","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",28,0.027059,"NYC"
"35620","36","027","0007","1994-11-06","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",29,0.020059,"NYC"
"35620","36","079","0005","1994-11-06","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",30,0.022353,"NYC"
"35620","36","103","0002","1995-11-12","44201","Parts per million","1 HOUR",NA,0.024375,"NYC"
"35620","36","119","2004","1995-11-12","44201","Parts per million","1 HOUR",NA,0.02975,"NYC"
"35620","36","005","0083","1995-11-12","44201","Parts per million","1 HOUR",NA,0.018875,"NYC"
"35620","36","061","0063","1995-11-12","44201","Parts per million","1 HOUR",NA,0.024739,"NYC"
"35620","36","081","0004","1995-11-12","44201","Parts per million","1 HOUR",NA,0.012778,"NYC"
"35620","36","103","0004","1995-11-12","44201","Parts per million","1 HOUR",NA,0.031842,"NYC"
"35620","36","027","0007","1995-11-12","44201","Parts per million","1 HOUR",NA,0.028792,"NYC"
"35620","36","103","0002","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",27,0.020833,"NYC"
"35620","36","119","2004","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.026083,"NYC"
"35620","36","005","0083","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",23,0.016,"NYC"
"35620","36","061","0063","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",27,0.024458,"NYC"
"35620","36","081","0004","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",17,0.0102,"NYC"
"35620","36","103","0004","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.030765,"NYC"
"35620","36","027","0007","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",30,0.026542,"NYC"
"35620","36","103","0002","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",27,0.020833,"NYC"
"35620","36","119","2004","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.026083,"NYC"
"35620","36","005","0083","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",23,0.016,"NYC"
"35620","36","061","0063","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",27,0.024458,"NYC"
"35620","36","081","0004","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",17,0.0102,"NYC"
"35620","36","103","0004","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.030765,"NYC"
"35620","36","027","0007","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",30,0.026542,"NYC"
"35620","36","103","0002","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",27,0.019706,"NYC"
"35620","36","119","2004","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.024882,"NYC"
"35620","36","005","0083","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",23,0.013941,"NYC"
"35620","36","061","0063","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",27,0.024765,"NYC"
"35620","36","081","0004","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",17,0.009353,"NYC"
"35620","36","103","0004","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.030765,"NYC"
"35620","36","027","0007","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",30,0.026176,"NYC"
"35620","34","019","0001","1995-11-12","44201","Parts per million","1 HOUR",NA,0.02525,"NYC"
"35620","34","039","0008","1995-11-12","44201","Parts per million","1 HOUR",NA,0.020917,"NYC"
"35620","34","029","0006","1995-11-12","44201","Parts per million","1 HOUR",NA,0.025875,"NYC"
"35620","34","017","0006","1995-11-12","44201","Parts per million","1 HOUR",NA,0.022792,"NYC"
"35620","34","027","3001","1995-11-12","44201","Parts per million","1 HOUR",NA,0.029542,"NYC"
"35620","34","003","0001","1995-11-12","44201","Parts per million","1 HOUR",NA,0.0205,"NYC"
"35620","34","023","0011","1995-11-12","44201","Parts per million","1 HOUR",NA,0.024458,"NYC"
"35620","34","025","0005","1995-11-12","44201","Parts per million","1 HOUR",NA,0.025417,"NYC"
"35620","34","013","0011","1995-11-12","44201","Parts per million","1 HOUR",NA,0.019083,"NYC"
"35620","34","019","0001","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",28,0.0235,"NYC"
"35620","34","039","0008","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",26,0.018833,"NYC"
"35620","34","029","0006","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",30,0.024167,"NYC"
"35620","34","017","0006","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",30,0.019583,"NYC"
"35620","34","027","3001","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.027208,"NYC"
"35620","34","003","0001","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",27,0.016958,"NYC"
"35620","34","023","0011","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",28,0.022708,"NYC"
"35620","34","025","0005","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",29,0.024,"NYC"
"35620","34","013","0011","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",25,0.016208,"NYC"
"35620","34","019","0001","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",28,0.0235,"NYC"
"35620","34","039","0008","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",26,0.018833,"NYC"
"35620","34","029","0006","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",30,0.024167,"NYC"
"35620","34","017","0006","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",30,0.019583,"NYC"
"35620","34","027","3001","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.027208,"NYC"
"35620","34","003","0001","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",27,0.016958,"NYC"
"35620","34","023","0011","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",28,0.022708,"NYC"
"35620","34","025","0005","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",29,0.024,"NYC"
"35620","34","013","0011","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",25,0.016208,"NYC"
"35620","34","019","0001","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",28,0.022118,"NYC"
"35620","34","039","0008","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",26,0.016412,"NYC"
"35620","34","029","0006","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",30,0.023235,"NYC"
"35620","34","017","0006","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",30,0.017353,"NYC"
"35620","34","027","3001","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.025706,"NYC"
"35620","34","003","0001","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",27,0.013824,"NYC"
"35620","34","023","0011","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",28,0.021235,"NYC"
"35620","34","025","0005","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",29,0.022941,"NYC"
"35620","34","013","0011","1995-11-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",25,0.013588,"NYC"
"35620","36","103","0002","1996-11-03","44201","Parts per million","1 HOUR",NA,0.018833,"NYC"
"35620","36","119","2004","1996-11-03","44201","Parts per million","1 HOUR",NA,0.021708,"NYC"
"35620","36","061","0063","1996-11-03","44201","Parts per million","1 HOUR",NA,0.023348,"NYC"
"35620","36","081","0004","1996-11-03","44201","Parts per million","1 HOUR",NA,0.013391,"NYC"
"35620","36","027","0007","1996-11-03","44201","Parts per million","1 HOUR",NA,0.025875,"NYC"
"35620","36","103","0002","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",25,0.015958,"NYC"
"35620","36","119","2004","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",26,0.0185,"NYC"
"35620","36","061","0063","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",24,0.021792,"NYC"
"35620","36","081","0004","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",20,0.011417,"NYC"
"35620","36","027","0007","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",27,0.024833,"NYC"
"35620","36","103","0002","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",25,0.015958,"NYC"
"35620","36","119","2004","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",26,0.0185,"NYC"
"35620","36","061","0063","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",24,0.021792,"NYC"
"35620","36","081","0004","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",20,0.011417,"NYC"
"35620","36","027","0007","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",27,0.024833,"NYC"
"35620","36","103","0002","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",25,0.013471,"NYC"
"35620","36","119","2004","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",26,0.016118,"NYC"
"35620","36","061","0063","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",24,0.021118,"NYC"
"35620","36","081","0004","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",20,0.009765,"NYC"
"35620","36","027","0007","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",27,0.024706,"NYC"
"35620","34","019","0001","1996-11-03","44201","Parts per million","1 HOUR",NA,0.022292,"NYC"
"35620","34","029","0006","1996-11-03","44201","Parts per million","1 HOUR",NA,0.019542,"NYC"
"35620","34","017","0006","1996-11-03","44201","Parts per million","1 HOUR",NA,0.015708,"NYC"
"35620","34","027","3001","1996-11-03","44201","Parts per million","1 HOUR",NA,0.025583,"NYC"
"35620","34","003","0001","1996-11-03","44201","Parts per million","1 HOUR",NA,0.01425,"NYC"
"35620","34","023","0011","1996-11-03","44201","Parts per million","1 HOUR",NA,0.021125,"NYC"
"35620","34","025","0005","1996-11-03","44201","Parts per million","1 HOUR",NA,0.02,"NYC"
"35620","34","013","0011","1996-11-03","44201","Parts per million","1 HOUR",NA,0.014583,"NYC"
"35620","34","019","0001","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",25,0.019458,"NYC"
"35620","34","029","0006","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",26,0.016875,"NYC"
"35620","34","017","0006","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",25,0.013583,"NYC"
"35620","34","027","3001","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",27,0.023542,"NYC"
"35620","34","003","0001","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",23,0.012083,"NYC"
"35620","34","023","0011","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",26,0.018333,"NYC"
"35620","34","025","0005","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",25,0.017625,"NYC"
"35620","34","013","0011","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",23,0.012375,"NYC"
"35620","34","019","0001","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",25,0.019458,"NYC"
"35620","34","029","0006","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",26,0.016875,"NYC"
"35620","34","017","0006","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",25,0.013583,"NYC"
"35620","34","027","3001","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",27,0.023542,"NYC"
"35620","34","003","0001","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",23,0.012083,"NYC"
"35620","34","023","0011","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",26,0.018333,"NYC"
"35620","34","025","0005","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",25,0.017625,"NYC"
"35620","34","013","0011","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",23,0.012375,"NYC"
"35620","34","019","0001","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",25,0.017588,"NYC"
"35620","34","029","0006","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",26,0.015588,"NYC"
"35620","34","017","0006","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",25,0.012706,"NYC"
"35620","34","027","3001","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",27,0.022353,"NYC"
"35620","34","003","0001","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",23,0.010529,"NYC"
"35620","34","023","0011","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",26,0.016824,"NYC"
"35620","34","025","0005","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",25,0.016353,"NYC"
"35620","34","013","0011","1996-11-03","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",23,0.011529,"NYC"
"35620","36","103","0002","1997-11-02","44201","Parts per million","1 HOUR",NA,0.021261,"NYC"
"35620","36","119","2004","1997-11-02","44201","Parts per million","1 HOUR",NA,0.016625,"NYC"
"35620","36","005","0073","1997-11-02","44201","Parts per million","1 HOUR",NA,0.008958,"NYC"
"35620","36","005","0080","1997-11-02","44201","Parts per million","1 HOUR",NA,0.010042,"NYC"
"35620","36","005","0083","1997-11-02","44201","Parts per million","1 HOUR",NA,0.002708,"NYC"
"35620","36","061","0010","1997-11-02","44201","Parts per million","1 HOUR",NA,0.008583,"NYC"
"35620","36","061","0063","1997-11-02","44201","Parts per million","1 HOUR",NA,0.025565,"NYC"
"35620","36","085","0067","1997-11-02","44201","Parts per million","1 HOUR",NA,0.022,"NYC"
"35620","36","027","0007","1997-11-02","44201","Parts per million","1 HOUR",NA,0.021,"NYC"
"35620","36","103","0002","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.018458,"NYC"
"35620","36","119","2004","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",23,0.0155,"NYC"
"35620","36","005","0073","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",14,0.008125,"NYC"
"35620","36","005","0080","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",11,0.009208,"NYC"
"35620","36","005","0083","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",4,0.002292,"NYC"
"35620","36","061","0010","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",13,0.007708,"NYC"
"35620","36","061","0063","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",29,0.025792,"NYC"
"35620","36","085","0067","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",29,0.020625,"NYC"
"35620","36","027","0007","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",23,0.01975,"NYC"
"35620","36","103","0002","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.018458,"NYC"
"35620","36","119","2004","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",23,0.0155,"NYC"
"35620","36","005","0073","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",14,0.008125,"NYC"
"35620","36","005","0080","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",11,0.009208,"NYC"
"35620","36","005","0083","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",4,0.002292,"NYC"
"35620","36","061","0010","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",13,0.007708,"NYC"
"35620","36","061","0063","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",29,0.025792,"NYC"
"35620","36","085","0067","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",29,0.020625,"NYC"
"35620","36","027","0007","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",23,0.01975,"NYC"
"35620","36","103","0002","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.017765,"NYC"
"35620","36","119","2004","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",23,0.016882,"NYC"
"35620","36","005","0073","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",14,0.009059,"NYC"
"35620","36","005","0080","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",11,0.009647,"NYC"
"35620","36","005","0083","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",4,0.002588,"NYC"
"35620","36","061","0010","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",13,0.008,"NYC"
"35620","36","061","0063","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",29,0.027118,"NYC"
"35620","36","085","0067","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",29,0.021235,"NYC"
"35620","36","027","0007","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",23,0.020294,"NYC"
"35620","34","019","0001","1997-11-02","44201","Parts per million","1 HOUR",NA,0.021042,"NYC"
"35620","34","039","0008","1997-11-02","44201","Parts per million","1 HOUR",NA,0.013625,"NYC"
"35620","34","029","0006","1997-11-02","44201","Parts per million","1 HOUR",NA,0.02275,"NYC"
"35620","34","017","0006","1997-11-02","44201","Parts per million","1 HOUR",NA,0.015625,"NYC"
"35620","34","027","3001","1997-11-02","44201","Parts per million","1 HOUR",NA,0.022667,"NYC"
"35620","34","003","0001","1997-11-02","44201","Parts per million","1 HOUR",NA,0.012583,"NYC"
"35620","34","023","0011","1997-11-02","44201","Parts per million","1 HOUR",NA,0.022958,"NYC"
"35620","34","025","0005","1997-11-02","44201","Parts per million","1 HOUR",NA,0.022792,"NYC"
"35620","34","013","0011","1997-11-02","44201","Parts per million","1 HOUR",NA,0.008083,"NYC"
"35620","34","019","0001","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",28,0.018417,"NYC"
"35620","34","039","0008","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",19,0.012042,"NYC"
"35620","34","029","0006","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.020583,"NYC"
"35620","34","017","0006","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",23,0.013833,"NYC"
"35620","34","027","3001","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",27,0.021125,"NYC"
"35620","34","003","0001","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",19,0.011458,"NYC"
"35620","34","023","0011","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",29,0.020583,"NYC"
"35620","34","025","0005","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.020292,"NYC"
"35620","34","013","0011","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",14,0.00725,"NYC"
"35620","34","019","0001","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",28,0.018417,"NYC"
"35620","34","039","0008","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",19,0.012042,"NYC"
"35620","34","029","0006","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.020583,"NYC"
"35620","34","017","0006","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",23,0.013833,"NYC"
"35620","34","027","3001","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",27,0.021125,"NYC"
"35620","34","003","0001","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",19,0.011458,"NYC"
"35620","34","023","0011","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",29,0.020583,"NYC"
"35620","34","025","0005","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.020292,"NYC"
"35620","34","013","0011","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",14,0.00725,"NYC"
"35620","34","019","0001","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",28,0.019,"NYC"
"35620","34","039","0008","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",19,0.013235,"NYC"
"35620","34","029","0006","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.020471,"NYC"
"35620","34","017","0006","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",23,0.014412,"NYC"
"35620","34","027","3001","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",27,0.022412,"NYC"
"35620","34","003","0001","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",19,0.012471,"NYC"
"35620","34","023","0011","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",29,0.020529,"NYC"
"35620","34","025","0005","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",31,0.019588,"NYC"
"35620","34","013","0011","1997-11-02","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",14,0.008588,"NYC"
"35620","36","103","0002","1998-11-01","44201","Parts per million","1 HOUR",NA,0.015917,"NYC"
"35620","36","119","2004","1998-11-01","44201","Parts per million","1 HOUR",NA,0.013292,"NYC"
"35620","36","005","0080","1998-11-01","44201","Parts per million","1 HOUR",NA,0.007958,"NYC"
"35620","36","005","0083","1998-11-01","44201","Parts per million","1 HOUR",NA,0.00925,"NYC"
"35620","36","061","0010","1998-11-01","44201","Parts per million","1 HOUR",NA,0.007792,"NYC"
"35620","36","061","0063","1998-11-01","44201","Parts per million","1 HOUR",NA,0.024667,"NYC"
"35620","36","081","0097","1998-11-01","44201","Parts per million","1 HOUR",NA,0.009083,"NYC"
"35620","36","081","0098","1998-11-01","44201","Parts per million","1 HOUR",NA,0.009458,"NYC"
"35620","36","085","0067","1998-11-01","44201","Parts per million","1 HOUR",NA,0.01475,"NYC"
"35620","36","027","0007","1998-11-01","44201","Parts per million","1 HOUR",NA,0.027125,"NYC"
"35620","36","103","0002","1998-11-01","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",20,0.016042,"NYC"
"35620","36","119","2004","1998-11-01","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",24,0.015208,"NYC"
"35620","36","005","0080","1998-11-01","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",12,0.008292,"NYC"
"35620","36","005","0083","1998-11-01","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",14,0.01,"NYC"
"35620","36","061","0010","1998-11-01","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",13,0.007917,"NYC"
"35620","36","061","0063","1998-11-01","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",25,0.02525,"NYC"
"35620","36","081","0097","1998-11-01","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",17,0.010708,"NYC"
"35620","36","081","0098","1998-11-01","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",16,0.010625,"NYC"
"35620","36","085","0067","1998-11-01","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",23,0.016368,"NYC"
"35620","36","027","0007","1998-11-01","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",30,0.027667,"NYC"
"35620","36","103","0002","1998-11-01","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",20,0.016042,"NYC"
"35620","36","119","2004","1998-11-01","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",24,0.015208,"NYC"
"35620","36","005","0080","1998-11-01","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",12,0.008292,"NYC"
"35620","36","005","0083","1998-11-01","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",14,0.01,"NYC"
"35620","36","061","0010","1998-11-01","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",13,0.007917,"NYC"
"35620","36","061","0063","1998-11-01","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",25,0.02525,"NYC"
"35620","36","081","0097","1998-11-01","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",17,0.010708,"NYC"
"35620","36","081","0098","1998-11-01","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",16,0.010625,"NYC"
